TMIN,TMAX,EMIN,EMAX,COUNTS,ERROR
0,5,0.03,0.0449,20,4.4721
5,10,0.03,0.0449,13,3.6056
10,15,0.03,0.0449,25,5.0
15,20,0.03,0.0449,17,4.1231
20,25,0.03,0.0449,13,3.6056
25,30,0.03,0.0449,9,3.0
30,35,0.03,0.0449,15,3.873
35,40,0.03,0.0449,17,4.1231
40,45,0.03,0.0449,11,3.3166
45,50,0.03,0.0449,21,4.5826
50,55,0.03,0.0449,21,4.5826
55,60,0.03,0.0449,19,4.3589
60,65,0.03,0.0449,13,3.6056
65,70,0.03,0.0449,9,3.0
70,75,0.03,0.0449,16,4.0
75,80,0.03,0.0449,11,3.3166
80,85,0.03,0.0449,12,3.4641
85,90,0.03,0.0449,23,4.7958
90,95,0.03,0.0449,14,3.7417
95,100,0.03,0.0449,15,3.873
100,105,0.03,0.0449,9,3.0
105,110,0.03,0.0449,17,4.1231
110,115,0.03,0.0449,13,3.6056
115,120,0.03,0.0449,14,3.7417
120,125,0.03,0.0449,7,2.6458
125,130,0.03,0.0449,14,3.7417
130,135,0.03,0.0449,9,3.0
135,140,0.03,0.0449,17,4.1231
140,145,0.03,0.0449,17,4.1231
145,150,0.03,0.0449,13,3.6056
150,155,0.03,0.0449,12,3.4641
155,160,0.03,0.0449,13,3.6056
160,165,0.03,0.0449,12,3.4641
165,170,0.03,0.0449,11,3.3166
170,175,0.03,0.0449,12,3.4641
175,180,0.03,0.0449,17,4.1231
180,185,0.03,0.0449,18,4.2426
185,190,0.03,0.0449,15,3.873
190,195,0.03,0.0449,13,3.6056
195,200,0.03,0.0449,21,4.5826
200,205,0.03,0.0449,7,2.6458
205,210,0.03,0.0449,18,4.2426
210,215,0.03,0.0449,14,3.7417
215,220,0.03,0.0449,12,3.4641
220,225,0.03,0.0449,14,3.7417
225,230,0.03,0.0449,10,3.1623
230,235,0.03,0.0449,20,4.4721
235,240,0.03,0.0449,18,4.2426
240,245,0.03,0.0449,16,4.0
245,250,0.03,0.0449,11,3.3166
250,255,0.03,0.0449,16,4.0
255,260,0.03,0.0449,15,3.873
260,265,0.03,0.0449,19,4.3589
265,270,0.03,0.0449,15,3.873
270,275,0.03,0.0449,17,4.1231
275,280,0.03,0.0449,17,4.1231
280,285,0.03,0.0449,14,3.7417
285,290,0.03,0.0449,13,3.6056
290,295,0.03,0.0449,13,3.6056
295,300,0.03,0.0449,9,3.0
300,305,0.03,0.0449,10,3.1623
305,310,0.03,0.0449,25,5.0
310,315,0.03,0.0449,22,4.6904
315,320,0.03,0.0449,14,3.7417
320,325,0.03,0.0449,9,3.0
325,330,0.03,0.0449,17,4.1231
330,335,0.03,0.0449,16,4.0
335,340,0.03,0.0449,21,4.5826
340,345,0.03,0.0449,14,3.7417
345,350,0.03,0.0449,13,3.6056
350,355,0.03,0.0449,21,4.5826
355,360,0.03,0.0449,16,4.0
360,365,0.03,0.0449,15,3.873
365,370,0.03,0.0449,10,3.1623
370,375,0.03,0.0449,12,3.4641
375,380,0.03,0.0449,24,4.899
380,385,0.03,0.0449,13,3.6056
385,390,0.03,0.0449,15,3.873
390,395,0.03,0.0449,19,4.3589
395,400,0.03,0.0449,21,4.5826
400,405,0.03,0.0449,11,3.3166
405,410,0.03,0.0449,25,5.0
410,415,0.03,0.0449,12,3.4641
415,420,0.03,0.0449,13,3.6056
420,425,0.03,0.0449,11,3.3166
425,430,0.03,0.0449,18,4.2426
430,435,0.03,0.0449,16,4.0
435,440,0.03,0.0449,20,4.4721
440,445,0.03,0.0449,17,4.1231
445,450,0.03,0.0449,16,4.0
450,455,0.03,0.0449,13,3.6056
455,460,0.03,0.0449,20,4.4721
460,465,0.03,0.0449,13,3.6056
465,470,0.03,0.0449,14,3.7417
470,475,0.03,0.0449,11,3.3166
475,480,0.03,0.0449,13,3.6056
480,485,0.03,0.0449,11,3.3166
485,490,0.03,0.0449,12,3.4641
490,495,0.03,0.0449,19,4.3589
495,500,0.03,0.0449,12,3.4641
500,505,0.03,0.0449,14,3.7417
505,510,0.03,0.0449,16,4.0
510,515,0.03,0.0449,14,3.7417
515,520,0.03,0.0449,14,3.7417
520,525,0.03,0.0449,13,3.6056
525,530,0.03,0.0449,14,3.7417
530,535,0.03,0.0449,8,2.8284
535,540,0.03,0.0449,15,3.873
540,545,0.03,0.0449,24,4.899
545,550,0.03,0.0449,16,4.0
550,555,0.03,0.0449,11,3.3166
555,560,0.03,0.0449,10,3.1623
560,565,0.03,0.0449,10,3.1623
