VALMIN,VALMAX,VALCENTER,COUNTS,ERROR
0,25,12.5,275,16.5831
25,50,37.5,296,17.2047
50,75,62.5,258,16.0624
75,100,87.5,275,16.5831
100,125,112.5,260,16.1245
125,150,137.5,264,16.2481
150,175,162.5,235,15.3297
175,200,187.5,245,15.6525
200,225,212.5,234,15.2971
225,250,237.5,244,15.6205
250,275,262.5,222,14.8997
275,300,287.5,212,14.5602
300,325,312.5,212,14.5602
325,350,337.5,196,14.0
350,375,362.5,234,15.2971
375,400,387.5,230,15.1658
400,425,412.5,201,14.1774
425,450,437.5,215,14.6629
450,475,462.5,231,15.1987
475,500,487.5,200,14.1421
500,525,512.5,202,14.2127
525,550,537.5,200,14.1421
550,575,562.5,206,14.3527
575,600,587.5,210,14.4914
600,625,612.5,199,14.1067
625,650,637.5,180,13.4164
650,675,662.5,187,13.6748
675,700,687.5,221,14.8661
700,725,712.5,191,13.8203
725,750,737.5,196,14.0
750,775,762.5,211,14.5258
775,800,787.5,192,13.8564
800,825,812.5,179,13.3791
825,850,837.5,202,14.2127
850,875,862.5,198,14.0712
875,900,887.5,179,13.3791
900,925,912.5,211,14.5258
925,950,937.5,190,13.784
950,975,962.5,185,13.6015
975,1000,987.5,194,13.9284
1000,1025,1012.5,179,13.3791
1025,1050,1037.5,192,13.8564
1050,1075,1062.5,202,14.2127
1075,1100,1087.5,171,13.0767
1100,1125,1112.5,188,13.7113
1125,1150,1137.5,192,13.8564
1150,1175,1162.5,203,14.2478
1175,1200,1187.5,183,13.5277
1200,1225,1212.5,180,13.4164
1225,1250,1237.5,201,14.1774
1250,1275,1262.5,179,13.3791
1275,1300,1287.5,170,13.0384
1300,1325,1312.5,193,13.8924
1325,1350,1337.5,176,13.2665
1350,1375,1362.5,182,13.4907
1375,1400,1387.5,199,14.1067
1400,1425,1412.5,184,13.5647
1425,1450,1437.5,181,13.4536
1450,1475,1462.5,186,13.6382
1475,1500,1487.5,211,14.5258
1500,1525,1512.5,187,13.6748
1525,1550,1537.5,191,13.8203
1550,1575,1562.5,183,13.5277
1575,1600,1587.5,178,13.3417
1600,1625,1612.5,173,13.1529
1625,1650,1637.5,196,14.0
1650,1675,1662.5,173,13.1529
1675,1700,1687.5,175,13.2288
1700,1725,1712.5,200,14.1421
1725,1750,1737.5,187,13.6748
1750,1775,1762.5,168,12.9615
1775,1800,1787.5,180,13.4164
1800,1825,1812.5,203,14.2478
1825,1850,1837.5,190,13.784
1850,1875,1862.5,183,13.5277
1875,1900,1887.5,177,13.3041
1900,1925,1912.5,194,13.9284
1925,1950,1937.5,176,13.2665
1950,1975,1962.5,151,12.2882
1975,2000,1987.5,185,13.6015
2000,2025,2012.5,181,13.4536
2025,2050,2037.5,187,13.6748
2050,2075,2062.5,182,13.4907
2075,2100,2087.5,179,13.3791
2100,2125,2112.5,190,13.784
2125,2150,2137.5,171,13.0767
2150,2175,2162.5,174,13.1909
2175,2200,2187.5,175,13.2288
2200,2225,2212.5,191,13.8203
2225,2250,2237.5,197,14.0357
2250,2275,2262.5,182,13.4907
2275,2300,2287.5,172,13.1149
2300,2325,2312.5,194,13.9284
2325,2350,2337.5,181,13.4536
2350,2375,2362.5,164,12.8062
2375,2400,2387.5,170,13.0384
2400,2425,2412.5,170,13.0384
2425,2450,2437.5,161,12.6886
2450,2475,2462.5,181,13.4536
2475,2500,2487.5,184,13.5647
2500,2525,2512.5,194,13.9284
2525,2550,2537.5,170,13.0384
2550,2575,2562.5,197,14.0357
2575,2600,2587.5,172,13.1149
2600,2625,2612.5,179,13.3791
2625,2650,2637.5,190,13.784
2650,2675,2662.5,183,13.5277
2675,2700,2687.5,168,12.9615
2700,2725,2712.5,171,13.0767
2725,2750,2737.5,201,14.1774
2750,2775,2762.5,193,13.8924
2775,2800,2787.5,178,13.3417
2800,2825,2812.5,164,12.8062
2825,2850,2837.5,188,13.7113
2850,2875,2862.5,170,13.0384
2875,2900,2887.5,153,12.3693
2900,2925,2912.5,182,13.4907
2925,2950,2937.5,152,12.3288
2950,2975,2962.5,177,13.3041
2975,3000,2987.5,186,13.6382
3000,3025,3012.5,192,13.8564
3025,3050,3037.5,175,13.2288
3050,3075,3062.5,180,13.4164
3075,3100,3087.5,188,13.7113
3100,3125,3112.5,149,12.2066
3125,3150,3137.5,164,12.8062
3150,3175,3162.5,155,12.4499
3175,3200,3187.5,180,13.4164
3200,3225,3212.5,179,13.3791
3225,3250,3237.5,178,13.3417
3250,3275,3262.5,177,13.3041
3275,3300,3287.5,187,13.6748
3300,3325,3312.5,176,13.2665
3325,3350,3337.5,168,12.9615
3350,3375,3362.5,179,13.3791
3375,3400,3387.5,201,14.1774
3400,3425,3412.5,176,13.2665
3425,3450,3437.5,185,13.6015
3450,3475,3462.5,165,12.8452
3475,3500,3487.5,195,13.9642
3500,3525,3512.5,165,12.8452
3525,3550,3537.5,154,12.4097
3550,3575,3562.5,168,12.9615
3575,3600,3587.5,153,12.3693
