VALMIN,VALMAX,VALCENTER,COUNTS,ERROR
0.03,0.031,0.0305,709,26.627053911388696
0.031,0.032,0.0315,780,27.92848008753788
0.032,0.033,0.0325,777,27.874719729532707
0.033,0.034,0.0335,845,29.068883707497267
0.034,0.035,0.0345,782,27.964262908219126
0.035,0.036000000000000004,0.035500000000000004,809,28.442925306655784
0.036000000000000004,0.037000000000000005,0.036500000000000005,866,29.427877939124322
0.037000000000000005,0.038000000000000006,0.037500000000000006,754,27.459060435491963
0.038000000000000006,0.03900000000000001,0.038500000000000006,886,29.765752132274432
0.03900000000000001,0.04000000000000001,0.03950000000000001,868,29.46183972531247
0.04000000000000001,0.04100000000000001,0.04050000000000001,1001,31.63858403911275
0.04100000000000001,0.04200000000000001,0.04150000000000001,822,28.6705423736629
0.04200000000000001,0.04300000000000001,0.04250000000000001,734,27.09243436828813
0.04300000000000001,0.04400000000000001,0.04350000000000001,749,27.367864366808018
0.04400000000000001,0.04500000000000001,0.04450000000000001,763,27.622454633866266
0.04500000000000001,0.04600000000000001,0.04550000000000001,588,24.24871130596428
0.04600000000000001,0.047000000000000014,0.046500000000000014,564,23.748684174075834
0.047000000000000014,0.048000000000000015,0.047500000000000014,595,24.392621835300936
0.048000000000000015,0.049000000000000016,0.048500000000000015,476,21.817424229271428
0.049000000000000016,0.05000000000000002,0.049500000000000016,530,23.021728866442675
0.05000000000000002,0.05100000000000002,0.05050000000000002,427,20.663978319771825
0.05100000000000002,0.05200000000000002,0.05150000000000002,511,22.60530911091463
0.05200000000000002,0.05300000000000002,0.05250000000000002,358,18.920887928424502
0.05300000000000002,0.05400000000000002,0.05350000000000002,411,20.273134932713294
0.05400000000000002,0.05500000000000002,0.05450000000000002,401,20.024984394500787
0.05500000000000002,0.05600000000000002,0.05550000000000002,389,19.72308292331602
0.05600000000000002,0.05700000000000002,0.05650000000000002,345,18.57417562100671
0.05700000000000002,0.058000000000000024,0.05750000000000002,249,15.7797338380595
0.058000000000000024,0.059000000000000025,0.058500000000000024,350,18.708286933869708
0.059000000000000025,0.060000000000000026,0.059500000000000025,337,18.35755975068582
0.060000000000000026,0.061000000000000026,0.060500000000000026,272,16.492422502470642
0.061000000000000026,0.06200000000000003,0.06150000000000003,281,16.76305461424021
0.06200000000000003,0.06300000000000003,0.06250000000000003,289,17.0
0.06300000000000003,0.06400000000000003,0.06350000000000003,242,15.556349186104045
0.06400000000000003,0.06500000000000003,0.06450000000000003,240,15.491933384829668
0.06500000000000003,0.06600000000000003,0.06550000000000003,186,13.638181696985855
0.06600000000000003,0.06700000000000003,0.06650000000000003,228,15.0996688705415
0.06700000000000003,0.06800000000000003,0.06750000000000003,205,14.317821063276353
0.06800000000000003,0.06900000000000003,0.06850000000000003,180,13.416407864998739
0.06900000000000003,0.07000000000000003,0.06950000000000003,184,13.564659966250536
0.07000000000000003,0.07100000000000004,0.07050000000000003,169,13.0
0.07100000000000004,0.07200000000000004,0.07150000000000004,136,11.661903789690601
0.07200000000000004,0.07300000000000004,0.07250000000000004,151,12.288205727444508
0.07300000000000004,0.07400000000000004,0.07350000000000004,165,12.84523257866513
0.07400000000000004,0.07500000000000004,0.07450000000000004,202,14.212670403551895
0.07500000000000004,0.07600000000000004,0.07550000000000004,105,10.246950765959598
0.07600000000000004,0.07700000000000004,0.07650000000000004,166,12.884098726725126
0.07700000000000004,0.07800000000000004,0.07750000000000004,162,12.727922061357855
0.07800000000000004,0.07900000000000004,0.07850000000000004,150,12.24744871391589
